title,subtitle,narrator,runtime,release,language,ratings,price,link
I Choose Myself,no subtitle,Narrated by: Deepti Vempati,Length: 5 hrs and 31 mins,Release date: 11-02-22,Language: English,"4.5 out of 5 stars
42 ratings",$19.95,https://www.audible.com/pd/I-Choose-Myself-Audiobook/B0BL8DFM7F?qid=1671624917&sr=1-201&ref=a_search_c3_lProduct_11_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KJRTCPXMZ676Z7TJZN3G
"Taking Charge of ADHD, Third Edition","The Complete, Authoritative Guide for Parents",Narrated by: Abby Craden,Length: 16 hrs and 59 mins,Release date: 10-22-15,Language: English,"4.5 out of 5 stars
221 ratings",$24.95,https://www.audible.com/pd/Taking-Charge-of-ADHD-Third-Edition-Audiobook/B016YVXKMI?qid=1671624917&sr=1-202&ref=a_search_c3_lProduct_11_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KJRTCPXMZ676Z7TJZN3G
The Power of Intention,Learning to Co-Create Your World Your Way,Narrated by: Dr. Wayne W. Dyer,Length: 4 hrs and 27 mins,Release date: 05-12-04,Language: English,"4.5 out of 5 stars
3,282 ratings",$16.77,https://www.audible.com/pd/The-Power-of-Intention-Audiobook/B002V8H5RU?qid=1671624917&sr=1-203&ref=a_search_c3_lProduct_11_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KJRTCPXMZ676Z7TJZN3G
The Dance of Anger,A Woman's Guide to Changing the Patterns of Intimate Relationships,Narrated by: Barbara Caruso,Length: 6 hrs and 50 mins,Release date: 08-16-16,Language: English,"4.5 out of 5 stars
1,357 ratings",$16.99,https://www.audible.com/pd/The-Dance-of-Anger-Audiobook/B01H42HQFI?qid=1671624917&sr=1-204&ref=a_search_c3_lProduct_11_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KJRTCPXMZ676Z7TJZN3G
Men Who Hate Women,From Incels to Pickup Artists: The Truth About Extreme Misogyny and How It Affects Us All,Narrated by: Tanya Eby,Length: 12 hrs and 37 mins,Release date: 03-22-22,Language: English,"5 out of 5 stars
56 ratings",$20.99,https://www.audible.com/pd/Men-Who-Hate-Women-Audiobook/B09VJPM4Z1?qid=1671624917&sr=1-205&ref=a_search_c3_lProduct_11_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KJRTCPXMZ676Z7TJZN3G
The Montessori Baby,"A Parent's Guide to Nurturing Your Baby with Love, Respect, and Understanding",Narrated by: Robin Miles,Length: 10 hrs and 51 mins,Release date: 08-02-22,Language: English,"4.5 out of 5 stars
112 ratings",$21.84,https://www.audible.com/pd/The-Montessori-Baby-Audiobook/B0B6QDH3WN?qid=1671624917&sr=1-206&ref=a_search_c3_lProduct_11_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KJRTCPXMZ676Z7TJZN3G
On Repentance and Repair,Repair and Amends in an Unapologetic World,Narrated by: Sara Sheckells,Length: 9 hrs and 21 mins,Release date: 09-13-22,Language: English,"5 out of 5 stars
12 ratings",$16.80,https://www.audible.com/pd/On-Repentance-and-Repair-Audiobook/B0BF7KH2QK?qid=1671624917&sr=1-207&ref=a_search_c3_lProduct_11_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KJRTCPXMZ676Z7TJZN3G
The Tools,"Transform Your Problems into Courage, Confidence, and Creativity","Narrated by: Phil Stutz, Barry Michels",Length: 7 hrs and 13 mins,Release date: 05-29-12,Language: English,"4.5 out of 5 stars
969 ratings",$16.49,https://www.audible.com/pd/The-Tools-Audiobook/B0083A2ZZW?qid=1671624917&sr=1-208&ref=a_search_c3_lProduct_11_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KJRTCPXMZ676Z7TJZN3G
The Champion's Mind,"How Great Athletes Think, Train, and Thrive",Narrated by: Eric Michael Summerer,Length: 7 hrs and 49 mins,Release date: 06-11-14,Language: English,"4.5 out of 5 stars
940 ratings",$26.59,https://www.audible.com/pd/The-Champions-Mind-Audiobook/B00KO2E9RY?qid=1671624917&sr=1-209&ref=a_search_c3_lProduct_11_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KJRTCPXMZ676Z7TJZN3G
Should I Stay or Should I Go?,Surviving a Relationship with a Narcissist,Narrated by: Ramani Durvasula PhD,Length: 10 hrs and 46 mins,Release date: 11-25-15,Language: English,"5 out of 5 stars
1,046 ratings",$24.95,https://www.audible.com/pd/Should-I-Stay-or-Should-I-Go-Audiobook/B018H9EDEE?qid=1671624917&sr=1-210&ref=a_search_c3_lProduct_11_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KJRTCPXMZ676Z7TJZN3G
Running on Empty,Overcome Your Childhood Emotional Neglect,Narrated by: Karen White,Length: 7 hrs and 46 mins,Release date: 06-25-15,Language: English,"4.5 out of 5 stars
1,377 ratings",$24.49,https://www.audible.com/pd/Running-on-Empty-Audiobook/B00ZJFTTSA?qid=1671624917&sr=1-211&ref=a_search_c3_lProduct_11_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KJRTCPXMZ676Z7TJZN3G
Captivating,Unveiling the Mystery of a Woman's Soul,"Narrated by: John Eldredge, Stasi Eldredge",Length: 8 hrs and 44 mins,Release date: 05-04-10,Language: English,"4.5 out of 5 stars
1,565 ratings",$27.99,https://www.audible.com/pd/Captivating-Audiobook/B002V0KHCI?qid=1671624917&sr=1-212&ref=a_search_c3_lProduct_11_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KJRTCPXMZ676Z7TJZN3G
The Tale of Despereaux,"Being the Story of a Mouse, a Princess, Some Soup and a Spool of Thread",Narrated by: Graeme Malcolm,Length: 3 hrs and 30 mins,Release date: 02-05-04,Language: English,"4.5 out of 5 stars
1,992 ratings",$13.99,https://www.audible.com/pd/The-Tale-of-Despereaux-Audiobook/B002V8N9SY?qid=1671624917&sr=1-213&ref=a_search_c3_lProduct_11_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KJRTCPXMZ676Z7TJZN3G
An Unquiet Mind,A Memoir of Moods and Madness,Narrated by: Kay Redfield Jamison,Length: 2 hrs and 46 mins,Release date: 12-08-09,Language: English,"4.5 out of 5 stars
2,610 ratings",$6.99,https://www.audible.com/pd/An-Unquiet-Mind-Audiobook/B00307X1AQ?qid=1671624917&sr=1-214&ref=a_search_c3_lProduct_11_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KJRTCPXMZ676Z7TJZN3G
The Strangest Secret and This I Believe,How to Live the Life You Desire,"Narrated by: Earl Nightingale, Vic Conant",Length: 1 hr and 46 mins,Release date: 10-14-14,Language: English,"4.5 out of 5 stars
911 ratings",$29.95,https://www.audible.com/pd/The-Strangest-Secret-and-This-I-Believe-Audiobook/B00OAMMWJQ?qid=1671624917&sr=1-215&ref=a_search_c3_lProduct_11_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KJRTCPXMZ676Z7TJZN3G
The Power of Broke,"How Empty Pockets, a Tight Budget, and a Hunger for Success Can Become Your Greatest Competitive Advantage","Narrated by: Daymond John, Sway Calloway",Length: 8 hrs and 44 mins,Release date: 09-27-16,Language: English,"4.5 out of 5 stars
5,272 ratings",$19.95,https://www.audible.com/pd/The-Power-of-Broke-Audiobook/B01KOXW61I?qid=1671624917&sr=1-216&ref=a_search_c3_lProduct_11_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KJRTCPXMZ676Z7TJZN3G
Healing from Hidden Abuse,A Journey Through the Stages of Recovery from Psychological Abuse,Narrated by: Wendy Tremont King,Length: 6 hrs and 26 mins,Release date: 05-09-17,Language: English,"4.5 out of 5 stars
1,009 ratings",$23.09,https://www.audible.com/pd/Healing-from-Hidden-Abuse-Audiobook/B071YLVWC3?qid=1671624917&sr=1-217&ref=a_search_c3_lProduct_11_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KJRTCPXMZ676Z7TJZN3G
The Daily Stoic,"366 Meditations on Wisdom, Perseverance, and the Art of Living",Narrated by: Brian Holsopple,Length: 10 hrs and 6 mins,Release date: 10-18-16,Language: English,"5 out of 5 stars
2,772 ratings",$11.57,https://www.audible.com/pd/The-Daily-Stoic-Audiobook/B01M4IDLAG?qid=1671624917&sr=1-218&ref=a_search_c3_lProduct_11_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KJRTCPXMZ676Z7TJZN3G
Mindfulness for Beginners,no subtitle,Narrated by: Jon Kabat-Zinn,Length: 2 hrs and 24 mins,Release date: 06-15-06,Language: English,"4 out of 5 stars
1,068 ratings",$13.97,https://www.audible.com/pd/Mindfulness-for-Beginners-Audiobook/B002V0KO0S?qid=1671624917&sr=1-219&ref=a_search_c3_lProduct_11_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KJRTCPXMZ676Z7TJZN3G
The Vegas Diaries,"Romance, Rolling the Dice, and the Road to Reinvention",Narrated by: Holly Madison,Length: 8 hrs and 9 mins,Release date: 05-17-16,Language: English,"4.5 out of 5 stars
1,338 ratings",$23.90,https://www.audible.com/pd/The-Vegas-Diaries-Audiobook/B01DMTUAPK?qid=1671624917&sr=1-220&ref=a_search_c3_lProduct_11_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KJRTCPXMZ676Z7TJZN3G
The Honeymoon Effect,The Science of Creating Heaven on Earth,Narrated by: Bruce H. Lipton,Length: 4 hrs and 9 mins,Release date: 10-06-15,Language: English,"4.5 out of 5 stars
939 ratings",$14.68,https://www.audible.com/pd/The-Honeymoon-Effect-Audiobook/B0167DB2TG?qid=1671624926&sr=1-221&ref=a_search_c3_lProduct_12_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZTT44591DSDZ9S3ZXMQZ
The Productivity Project,"Accomplishing More by Managing Your Time, Attention, and Energy",Narrated by: Chris Bailey,Length: 8 hrs and 13 mins,Release date: 01-05-16,Language: English,"4.5 out of 5 stars
2,807 ratings",$25.19,https://www.audible.com/pd/The-Productivity-Project-Audiobook/B018WINMJM?qid=1671624926&sr=1-222&ref=a_search_c3_lProduct_12_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZTT44591DSDZ9S3ZXMQZ
The Book of Joy,Lasting Happiness in a Changing World,"Narrated by: Douglas Carlton Abrams, full cast, Francois Chau, Peter Francis James",Length: 10 hrs and 12 mins,Release date: 09-20-16,Language: English,"5 out of 5 stars
12,294 ratings",$14.95,https://www.audible.com/pd/The-Book-of-Joy-Audiobook/B01IQ15URC?qid=1671624926&sr=1-223&ref=a_search_c3_lProduct_12_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZTT44591DSDZ9S3ZXMQZ
Soulbriety,"A Plan to Heal Your Trauma, Overcome Addiction, and Reconnect with Your Soul","Narrated by: Elisa Hallerman PhD, Jamie Lee Curtis",Length: 7 hrs and 48 mins,Release date: 12-06-22,Language: English,"5 out of 5 stars
8 ratings",$29.67,https://www.audible.com/pd/Soulbriety-Audiobook/B0B25QP1RL?qid=1671624926&sr=1-224&ref=a_search_c3_lProduct_12_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZTT44591DSDZ9S3ZXMQZ
Glad You're Here,Two Unlikely Friends Breaking Bread and Fences,"Narrated by: Walker Hayes, Craig Allen Cooper",Length: 4 hrs and 20 mins,Release date: 05-03-22,Language: English,"5 out of 5 stars
762 ratings",$14.95,https://www.audible.com/pd/Glad-Youre-Here-Audiobook/B09ZF7HQYY?qid=1671624926&sr=1-225&ref=a_search_c3_lProduct_12_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZTT44591DSDZ9S3ZXMQZ
Hands of Light,A Guide to Healing Through the Human Energy Field,Narrated by: Susan Denaker,Length: 17 hrs,Release date: 04-15-14,Language: English,"4.5 out of 5 stars
558 ratings",$35.00,https://www.audible.com/pd/Hands-of-Light-Audiobook/B00J5Q1FCM?qid=1671624926&sr=1-226&ref=a_search_c3_lProduct_12_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZTT44591DSDZ9S3ZXMQZ
"For Women Only, Revised and Updated Edition",What You Need to Know About the Inner Lives of Men,Narrated by: Shaunti Feldhahn,Length: 4 hrs and 8 mins,Release date: 12-30-12,Language: English,"4.5 out of 5 stars
1,535 ratings",$19.59,https://www.audible.com/pd/For-Women-Only-Revised-and-Updated-Edition-Audiobook/B00DGD8K0U?qid=1671624926&sr=1-227&ref=a_search_c3_lProduct_12_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZTT44591DSDZ9S3ZXMQZ
Boys Adrift,The Five Factors Driving the Growing Epidemic of Unmotivated Boys and Underachieving Young Men,Narrated by: Allan Robertson,Length: 8 hrs and 18 mins,Release date: 06-27-17,Language: English,"5 out of 5 stars
918 ratings",$19.99,https://www.audible.com/pd/Boys-Adrift-Audiobook/B072MQC6JR?qid=1671624926&sr=1-228&ref=a_search_c3_lProduct_12_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZTT44591DSDZ9S3ZXMQZ
The Seat of the Soul,25th Anniversary Edition,"Narrated by: Gary Zukav, Maya Angelou (preface), Oprah Winfrey (preface)",Length: 10 hrs and 12 mins,Release date: 03-11-14,Language: English,"4.5 out of 5 stars
3,186 ratings",$15.97,https://www.audible.com/pd/The-Seat-of-the-Soul-Audiobook/B002V5IXB0?qid=1671624926&sr=1-229&ref=a_search_c3_lProduct_12_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZTT44591DSDZ9S3ZXMQZ
The Energy Bus,"10 Rules to Fuel Your Life, Work, and Team with Positive Energy",Narrated by: Jon Gordon,Length: 2 hrs and 39 mins,Release date: 12-30-07,Language: English,"4.5 out of 5 stars
11,988 ratings",$13.99,https://www.audible.com/pd/The-Energy-Bus-Audiobook/B002V8HB8I?qid=1671624926&sr=1-230&ref=a_search_c3_lProduct_12_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZTT44591DSDZ9S3ZXMQZ
From the Core,"A New Masculine Paradigm for Leading with Love, Living Your Truth & Healing the World",Narrated by: John Wineland,Length: 7 hrs and 18 mins,Release date: 09-27-22,Language: English,"5 out of 5 stars
38 ratings",$17.49,https://www.audible.com/pd/From-the-Core-Audiobook/B0BF7KG284?qid=1671624926&sr=1-231&ref=a_search_c3_lProduct_12_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZTT44591DSDZ9S3ZXMQZ
Smarter Faster Better,The Secrets of Being Productive in Life and Business,Narrated by: Mike Chamberlain,Length: 10 hrs and 23 mins,Release date: 03-08-16,Language: English,"4.5 out of 5 stars
16,486 ratings",$16.72,https://www.audible.com/pd/Smarter-Faster-Better-Audiobook/B017WRZO9U?qid=1671624926&sr=1-232&ref=a_search_c3_lProduct_12_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZTT44591DSDZ9S3ZXMQZ
Tuesdays with Morrie,20th Anniversary Edition,Narrated by: Mitch Albom,Length: 3 hrs and 51 mins,Release date: 10-18-07,Language: English,"5 out of 5 stars
6,595 ratings",$9.49,https://www.audible.com/pd/Tuesdays-with-Morrie-Audiobook/B002V8LDAA?qid=1671624926&sr=1-233&ref=a_search_c3_lProduct_12_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZTT44591DSDZ9S3ZXMQZ
Someday Is Today,"22 Simple, Actionable Ways to Propel Your Creative Life",Narrated by: Matthew Dicks,Length: 10 hrs and 23 mins,Release date: 06-14-22,Language: English,"4.5 out of 5 stars
42 ratings",$27.99,https://www.audible.com/pd/Someday-Is-Today-Audiobook/B09XJL5VZZ?qid=1671624926&sr=1-234&ref=a_search_c3_lProduct_12_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZTT44591DSDZ9S3ZXMQZ
You Should Sit Down for This,"A Memoir About Wine, Life, and Cookies",Narrated by: Tamera Mowry-Housley,Length: 5 hrs and 15 mins,Release date: 10-04-22,Language: English,"4.5 out of 5 stars
337 ratings",$20.90,https://www.audible.com/pd/You-Should-Sit-Down-for-This-Audiobook/B0B2JGVY4B?qid=1671624926&sr=1-235&ref=a_search_c3_lProduct_12_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZTT44591DSDZ9S3ZXMQZ
The Six Pillars of Self-Esteem,no subtitle,Narrated by: Dr. Nathaniel Branden,Length: 3 hrs and 23 mins,Release date: 06-13-00,Language: English,"4.5 out of 5 stars
2,722 ratings",$9.95,https://www.audible.com/pd/The-Six-Pillars-of-Self-Esteem-Audiobook/B002V59R9C?qid=1671624926&sr=1-236&ref=a_search_c3_lProduct_12_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZTT44591DSDZ9S3ZXMQZ
Difficult Conversations,How to Discuss What Matters Most,"Narrated by: Douglas Stone, Bruce Patton, Sheila Heen",Length: 5 hrs and 40 mins,Release date: 07-27-00,Language: English,"4.5 out of 5 stars
2,380 ratings",$12.99,https://www.audible.com/pd/Difficult-Conversations-Audiobook/B002V59YHM?qid=1671624926&sr=1-237&ref=a_search_c3_lProduct_12_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZTT44591DSDZ9S3ZXMQZ
You're Not Crazy - It's Your Mother,"Understanding and Healing for Daughters of Narcissistic Mothers, Book 1",Narrated by: Danu Morrigan,Length: 7 hrs and 3 mins,Release date: 08-08-17,Language: English,"4.5 out of 5 stars
203 ratings",$19.95,https://www.audible.com/pd/Youre-Not-Crazy-Its-Your-Mother-Audiobook/B074JJYV3Y?qid=1671624926&sr=1-238&ref=a_search_c3_lProduct_12_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZTT44591DSDZ9S3ZXMQZ
The Prayer of Jabez,Breaking Through to the Blessed Life,Narrated by: Bruce Wilkinson,Length: 1 hr and 42 mins,Release date: 07-19-13,Language: English,"5 out of 5 stars
1,059 ratings",$7.34,https://www.audible.com/pd/The-Prayer-of-Jabez-Audiobook/B00DVQDBWY?qid=1671624926&sr=1-239&ref=a_search_c3_lProduct_12_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZTT44591DSDZ9S3ZXMQZ
The Secret Thoughts of Successful Women,Why Capable People Suffer from the Impostor Syndrome and How to Thrive in Spite of It,Narrated by: Susan Ericksen,Length: 9 hrs and 38 mins,Release date: 03-28-17,Language: English,"4.5 out of 5 stars
267 ratings",$27.99,https://www.audible.com/pd/The-Secret-Thoughts-of-Successful-Women-Audiobook/B06XPXPHJJ?qid=1671624926&sr=1-240&ref=a_search_c3_lProduct_12_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=ZTT44591DSDZ9S3ZXMQZ
Raising Grateful Kids in an Entitled World,How One Family Learned That Saying No Can Lead to Life's Biggest Yes,Narrated by: Meredith Mitchell,Length: 5 hrs and 44 mins,Release date: 01-26-16,Language: English,"4.5 out of 5 stars
600 ratings",$26.59,https://www.audible.com/pd/Raising-Grateful-Kids-in-an-Entitled-World-Audiobook/B01AKBHRWC?qid=1671624935&sr=1-241&ref=a_search_c3_lProduct_13_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0XVDPDPTSFNMZ9JQHXN6
Living Forward,A Proven Plan to Stop Drifting and Get the Life You Want,"Narrated by: Michael Hyatt, Daniel Harkavy",Length: 4 hrs and 20 mins,Release date: 02-19-16,Language: English,"4.5 out of 5 stars
795 ratings",$24.49,https://www.audible.com/pd/Living-Forward-Audiobook/B01BX24OAA?qid=1671624935&sr=1-242&ref=a_search_c3_lProduct_13_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0XVDPDPTSFNMZ9JQHXN6
Born for Love,Why Empathy Is Essential - and Endangered,Narrated by: Corey M. Snow,Length: 11 hrs,Release date: 09-29-15,Language: English,"4.5 out of 5 stars
339 ratings",$27.99,https://www.audible.com/pd/Born-for-Love-Audiobook/B015HZX0KE?qid=1671624935&sr=1-243&ref=a_search_c3_lProduct_13_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0XVDPDPTSFNMZ9JQHXN6
The Journey from Abandonment to Healing,Surviving Through and Recovering from the Five Stages That Accompany the Loss of Love,Narrated by: Randye Kaye,Length: 10 hrs and 11 mins,Release date: 09-02-14,Language: English,"4.5 out of 5 stars
468 ratings",$27.99,https://www.audible.com/pd/The-Journey-from-Abandonment-to-Healing-Audiobook/B00N13MASI?qid=1671624935&sr=1-244&ref=a_search_c3_lProduct_13_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0XVDPDPTSFNMZ9JQHXN6
The Emotionally Absent Mother,"How to Recognize and Heal the Invisible Effects of Childhood Emotional Neglect, Second Edition",Narrated by: Emily Durante,Length: 8 hrs and 49 mins,Release date: 04-25-17,Language: English,"4.5 out of 5 stars
263 ratings",$27.99,https://www.audible.com/pd/The-Emotionally-Absent-Mother-Audiobook/B06ZYLTGLC?qid=1671624935&sr=1-245&ref=a_search_c3_lProduct_13_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0XVDPDPTSFNMZ9JQHXN6
"Faith, Hope and Carnage",no subtitle,"Narrated by: Nick Cave, Seán O'Hagan",Length: 8 hrs and 39 mins,Release date: 09-20-22,Language: English,"5 out of 5 stars
115 ratings",$15.49,https://www.audible.com/pd/Faith-Hope-and-Carnage-Audiobook/B09Q7CJ1XX?qid=1671624935&sr=1-246&ref=a_search_c3_lProduct_13_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0XVDPDPTSFNMZ9JQHXN6
Somewhere Sisters,"A Story of Adoption, Identity, and the Meaning of Family",Narrated by: VyVy Nguyen,Length: 8 hrs and 3 mins,Release date: 10-11-22,Language: English,"4.5 out of 5 stars
9 ratings",$27.33,https://www.audible.com/pd/Somewhere-Sisters-Audiobook/B0B5YM61H7?qid=1671624935&sr=1-247&ref=a_search_c3_lProduct_13_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0XVDPDPTSFNMZ9JQHXN6
The Charisma Myth,How Anyone Can Master the Art and Science of Personal Magnetism,Narrated by: Lisa Cordileione,Length: 8 hrs and 20 mins,Release date: 06-26-12,Language: English,"4.5 out of 5 stars
5,817 ratings",$24.49,https://www.audible.com/pd/The-Charisma-Myth-Audiobook/B008EM9PAM?qid=1671624935&sr=1-248&ref=a_search_c3_lProduct_13_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0XVDPDPTSFNMZ9JQHXN6
Chill and Prosper,"The New Way to Grow Your Business, Make Millions, and Change the World",Narrated by: Denise Duffield-Thomas,Length: 8 hrs and 59 mins,Release date: 07-19-22,Language: English,"5 out of 5 stars
109 ratings",$18.89,https://www.audible.com/pd/Chill-and-Prosper-Audiobook/B0B4BF2SVV?qid=1671624935&sr=1-249&ref=a_search_c3_lProduct_13_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0XVDPDPTSFNMZ9JQHXN6
My Jesus,From Heartache to Hope,"Narrated by: Anne Wilson, Gabe Wicks",Length: 4 hrs and 52 mins,Release date: 10-25-22,Language: English,"5 out of 5 stars
76 ratings",$16.77,https://www.audible.com/pd/My-Jesus-Audiobook/B0B3M212LY?qid=1671624935&sr=1-250&ref=a_search_c3_lProduct_13_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0XVDPDPTSFNMZ9JQHXN6
Swing,no subtitle,Narrated by: Ashleigh Renard,Length: 9 hrs and 13 mins,Release date: 06-24-22,Language: English,"4.5 out of 5 stars
101 ratings",$19.95,https://www.audible.com/pd/Swing-Audiobook/B0B4Z4NDYC?qid=1671624935&sr=1-251&ref=a_search_c3_lProduct_13_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0XVDPDPTSFNMZ9JQHXN6
How to Be a 3% Man,no subtitle,Narrated by: Corey Wayne,Length: 7 hrs and 33 mins,Release date: 04-15-16,Language: English,"5 out of 5 stars
14,051 ratings",$19.95,https://www.audible.com/pd/How-to-Be-a-3-Man-Audiobook/B01EIA86VC?qid=1671624935&sr=1-252&ref=a_search_c3_lProduct_13_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0XVDPDPTSFNMZ9JQHXN6
The Magic of Thinking Big,no subtitle,Narrated by: Jason Culp,Length: 9 hrs and 31 mins,Release date: 10-06-15,Language: English,"4.5 out of 5 stars
9,014 ratings",$15.22,https://www.audible.com/pd/The-Magic-of-Thinking-Big-Audiobook/B015EXHPCI?qid=1671624935&sr=1-253&ref=a_search_c3_lProduct_13_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0XVDPDPTSFNMZ9JQHXN6
"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich (Expanded and Updated)",no subtitle,Narrated by: Ray Porter,Length: 13 hrs and 1 min,Release date: 12-28-08,Language: English,"4.5 out of 5 stars
20,695 ratings",$23.07,https://www.audible.com/pd/The-4-Hour-Workweek-Escape-9-5-Live-Anywhere-and-Join-the-New-Rich-Expanded-and-Updated-Audiobook/B0031AS3BE?qid=1671624935&sr=1-254&ref=a_search_c3_lProduct_13_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0XVDPDPTSFNMZ9JQHXN6
The ONE Thing,The Surprisingly Simple Truth Behind Extraordinary Results,"Narrated by: Timothy Miller, Claire Hamilton",Length: 5 hrs and 28 mins,Release date: 10-08-13,Language: English,"4.5 out of 5 stars
19,155 ratings",$35.00,https://www.audible.com/pd/The-ONE-Thing-Audiobook/B00FPMTFRM?qid=1671624935&sr=1-255&ref=a_search_c3_lProduct_13_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0XVDPDPTSFNMZ9JQHXN6
Quiet,The Power of Introverts in a World That Can't Stop Talking,Narrated by: Kathe Mazur,Length: 10 hrs and 39 mins,Release date: 01-24-12,Language: English,"4.5 out of 5 stars
19,304 ratings",$18.49,https://www.audible.com/pd/Quiet-Audiobook/B006TIKUN4?qid=1671624935&sr=1-256&ref=a_search_c3_lProduct_13_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0XVDPDPTSFNMZ9JQHXN6
Power of Texting Women: How to Use the Perfect Words and Phrases to Captivate Women,no subtitle,Narrated by: Christopher Wyles,Length: 1 hr and 3 mins,Release date: 08-13-15,Language: English,"3 out of 5 stars
102 ratings",$6.95,https://www.audible.com/pd/Power-of-Texting-Women-How-to-Use-the-Perfect-Words-and-Phrases-to-Captivate-Women-Audiobook/B013TN8WO0?qid=1671624935&sr=1-257&ref=a_search_c3_lProduct_13_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0XVDPDPTSFNMZ9JQHXN6
